"z","Y","std"
0.2827,1,0.2046
-0.347,1,0.2368
0.4263,1,0.2043
-0.4848,1,0.2299
-0.9206,0,0.2449
-0.1006,1,0.2112
0.23,1,0.205
-0.9931,0,0.2521
-0.4016,0,0.2223
-0.5193,0,0.2289
0.0224,1,0.2082
-1.5135,0,0.3139
-0.0889,1,0.2577
-0.4177,1,0.2327
-1.0815,0,0.2619
-0.1294,1,0.2541
-0.086,1,0.2108
-0.4562,1,0.2249
-0.1092,1,0.2115
-1.9972,0,0.34
-0.0362,1,0.2095
-0.4485,0,0.2312
-1.0459,0,0.2578
0.7468,1,0.2094
-0.9739,0,0.2501
-1.0917,0,0.2631
-0.5864,0,0.2281
-1.2093,0,0.277
-0.3143,1,0.2185
-0.028,1,0.2093
1.0773,1,0.2265
-0.5377,1,0.2285
0.5116,1,0.2048
-0.3062,1,0.2396
0.0391,1,0.2695
-0.3335,0,0.2377
0.4663,1,0.2045
-0.7375,0,0.2316
0.4496,1,0.2044
-0.5288,0,0.2287
0.3029,1,0.2045
0.2543,1,0.2048
-0.733,0,0.2314
-1.8284,0,0.3346
-0.071,1,0.2594
0.9618,1,0.2188
-0.0718,1,0.2593
0.0024,1,0.2086
-0.4377,0,0.2317
-0.6798,0,0.2294
-0.331,1,0.2379
0.0566,1,0.2075
-0.7932,0,0.2347
-0.1187,1,0.2551
-0.1788,1,0.2136
-0.0267,1,0.2634
-0.712,0,0.2305
0.0949,1,0.2068
-1.4154,0,0.3272
0.5073,1,0.2048
-1.371,0,0.3268
-0.0809,1,0.2107
-1.1316,0,0.2677
0.0457,1,0.2077
-0.7253,1,0.231
-0.0757,1,0.2105
-0.6236,0,0.2282
-1.8742,0,0.3359
-0.7661,0,0.2331
-0.1731,1,0.2503
-0.696,0,0.2299
0.2881,1,0.2046
-0.9322,0,0.246
0.3732,1,0.2043
0.5286,1,0.205
-0.3129,1,0.2391
-0.6432,1,0.2285
-0.0736,1,0.2105
0.045,1,0.2077
-0.2213,0,0.215
0.4818,1,0.2046
1.5631,1,0.2858
-0.3307,1,0.2379
-1.357,0,0.295
-0.553,0,0.2283
-0.8519,0,0.2389
-0.5271,0,0.2288
-0.6274,0,0.2283
0.3331,1,0.2044
1.1289,1,0.2306
-0.4222,0,0.2325
0.2788,1,0.2046
-0.6743,0,0.2292
-0.1384,1,0.2533
-0.8147,0,0.2361
-0.6859,1,0.2295
-2.0539,0,0.3422
-0.7676,0,0.2332
-0.2457,1,0.2158
0.3361,1,0.2044
-1.1168,0,0.266
-1.4069,0,0.301
0.9383,1,0.2175
0.1819,1,0.2055
0.4212,1,0.2043
-0.5754,0,0.2281
0.8958,1,0.2153
0.8603,1,0.2136
0.3622,1,0.2043
0.2657,1,0.2047
-0.2119,1,0.2147
0.8899,1,0.215
-0.0173,1,0.2091
0.1089,1,0.276
-0.569,0,0.2281
0.3212,1,0.2044
-0.7941,0,0.2348
-0.2204,1,0.215
0.6339,1,0.2066
-1.0547,0,0.2588
-0.0789,1,0.2587
-0.2844,1,0.2412
-0.866,1,0.24
-0.2818,1,0.2414
0.0997,1,0.2067
-0.057,1,0.21
0.3141,1,0.2044
0.239,1,0.2049
-0.4238,1,0.2233
-0.5835,0,0.2281
0.4817,1,0.2046
0.5704,1,0.2055
-1.904,0,0.3368
-0.2819,0,0.2414
-0.3454,0,0.2369
-0.134,1,0.2537
0.4585,1,0.2045
-1.0048,1,0.2533
-0.4756,0,0.2302
-0.1614,1,0.213
0.2599,1,0.2048
-0.2552,1,0.2435
-0.5612,0,0.2282
-0.7424,0,0.2318
0.5778,1,0.2056
-1.9144,0,0.3371
-0.0665,1,0.2598
0.3152,1,0.2044
-0.2817,0,0.2172
-0.738,0,0.2316
0.3326,1,0.2044
-1.1452,0,0.3258
0.0079,1,0.2085
-0.421,0,0.2325
-0.2111,1,0.2471
-0.0284,1,0.2093
-0.368,1,0.2208
0.3618,1,0.2043
-0.4019,1,0.2335
0.3862,1,0.2043
0.934,1,0.2172
-0.2288,0,0.2152
-0.2843,0,0.2412
0.1793,1,0.2056
-0.6808,0,0.2294
-1.5857,0,0.3224
-0.7449,0,0.2319
-0.482,0,0.23
-1.5464,0,0.3178
-1.4515,0,0.3276
0.3401,1,0.2043
0.2443,1,0.2049
-0.4292,1,0.2321
0.9544,1,0.2184
-0.2114,1,0.2471
-0.8387,0,0.2379
-0.6755,0,0.2292
-1.289,0,0.2867
-1.2433,0,0.326
-1.1082,0,0.265
0.074,1,0.2072
-0.9623,0,0.2489
-0.0842,1,0.2108
-0.137,1,0.2535
-1.4141,0,0.3272
-0.604,0,0.2281
0.4627,1,0.2045
-0.7283,1,0.2312
0.0531,1,0.2076
0.7912,1,0.2109
-1.1799,0,0.2735
-0.5901,1,0.2281
-0.9115,1,0.244
-0.6626,0,0.2289
0.8504,1,0.2132
-0.908,0,0.2437
-0.1459,1,0.2527
-0.3751,0,0.235
-0.2291,1,0.2456
-0.0268,1,0.2093
-0.2005,1,0.2143
0.1217,1,0.2064
-0.0092,1,0.2089
-0.2572,0,0.2433
-0.8073,0,0.2356
-0.2824,0,0.2414
-0.2702,1,0.2423
-0.3198,0,0.2387
-0.0148,1,0.209
0.0262,1,0.2081
-0.408,1,0.2226
-0.8403,0,0.238
-1.1562,0,0.2706
0.0076,1,0.2085
-0.124,1,0.2119
-0.9733,0,0.25
-0.6969,1,0.2299
-1.1723,0,0.2726
-1.6322,0,0.3279
-0.3009,1,0.24
-0.1867,1,0.2138
-0.7578,1,0.2326
-0.3333,1,0.2377
0.2653,1,0.2047
-0.2723,1,0.2168
-0.7468,1,0.232
0.0324,1,0.208
-0.81,0,0.2358
0.4848,1,0.2046
-0.0923,1,0.2574
-0.0769,1,0.2588
-1.2804,0,0.3262
-0.3952,1,0.2339
-0.7921,0,0.2346
-1.4608,0,0.3277
-1.6108,0,0.3299
-0.6295,0,0.2283
0.8626,1,0.2137
-0.2486,1,0.216
-0.5226,0,0.2288
0.9437,1,0.2178
0.5093,1,0.2048
0.1192,1,0.2064
-1.4365,0,0.3275
-0.0944,1,0.2573
-0.1005,1,0.2567
0.3477,1,0.2043
-0.3628,1,0.2205
-1.1192,0,0.2663
-1.4237,0,0.3031
-0.5131,0,0.229
-0.4978,1,0.2295
-0.3873,1,0.2343
-0.7735,0,0.2335
0.3193,1,0.2044
-0.0336,1,0.2095
-0.133,1,0.2121
-0.1109,1,0.2115
-0.5652,0,0.2282
0.2428,1,0.2049
0.0136,1,0.2084
-0.7042,0,0.2302
-0.3971,0,0.2338
-1.7682,0,0.3331
0.278,1,0.2046
-1.1342,0,0.268
-0.2084,1,0.2145
-0.0511,1,0.2099
-0.8124,0,0.236
-0.9587,0,0.2486
-0.721,0,0.2308
-0.5481,0,0.2284
-0.3116,1,0.2392
-0.6813,0,0.2294
-0.9526,0,0.2479
-0.7372,0,0.2316
-0.2021,1,0.2478
0.2782,1,0.2046
-0.1772,1,0.2135
0.6861,1,0.2077
0.7031,1,0.2081
-0.7396,0,0.2317
-0.2339,1,0.2452
-0.1265,1,0.2119
-0.4823,0,0.2299
-1.5717,0,0.3293
0.7179,1,0.2085
0.8819,1,0.2146
0.0287,1,0.2081
-0.1867,1,0.2491
-0.1986,1,0.2481
-0.1891,1,0.2139
-1.5585,0,0.329
-1.3259,0,0.3265
-0.4051,1,0.2333
-0.379,0,0.2348
-0.1381,1,0.2534
-0.0112,1,0.2089
-0.6431,0,0.2285
-0.0667,1,0.2598
0.0669,1,0.2073
0.244,1,0.2049
-0.1287,1,0.212
-0.3803,0,0.2347
-0.0317,1,0.263
-0.9081,0,0.2437
-0.3216,0,0.2385
0.2243,1,0.2051
-0.9125,0,0.2441
1.2644,1,0.2437
-0.3078,1,0.2395
-0.4909,0,0.2297
-1.1046,0,0.2645
-1.055,0,0.2589
-0.2885,0,0.2409
-0.2113,0,0.2471
-0.5506,0,0.2283
-0.0614,1,0.2102
-0.3786,1,0.2348
-0.1002,1,0.2112
-1.0452,0,0.3261
-0.0833,1,0.2583
-0.7394,0,0.2317
0.3455,1,0.2043
-0.1515,1,0.2127
-0.0723,1,0.2592
-0.1089,1,0.2114
-0.2054,1,0.2476
-0.6363,0,0.2284
-1.3626,0,0.2957
-0.8289,0,0.2371
-0.0248,1,0.2093
0.9437,1,0.2178
-0.1162,1,0.2117
-0.0435,1,0.2619
-2.4946,0,0.3744
0.0775,1,0.2071
0.1535,1,0.2059
-0.0398,1,0.2622
-0.0183,1,0.2642
-0.0649,1,0.2102
0.0962,1,0.2748
-0.057,1,0.21
-0.3699,1,0.2208
-0.3394,1,0.2373
-0.5285,0,0.2287
-1.1906,0,0.2748
-1.443,0,0.3275
-0.6528,0,0.2287
0.0889,1,0.2069
-1.0589,1,0.2593
-0.2493,1,0.216
0.2436,1,0.2049
-0.6079,1,0.2281
0.0173,1,0.2675
0.1563,1,0.2059
-0.7729,0,0.2335
0.1682,1,0.2057
-0.0276,1,0.2093
0.8021,1,0.2113
0.2855,1,0.2046
0.0295,1,0.2081
-0.3151,1,0.2185
-0.047,1,0.2616
-0.2669,1,0.2166
-0.5451,0,0.2284
0.5672,1,0.2055
-0.2176,1,0.2465
-0.204,0,0.2477
-0.1264,1,0.2119
0.0998,1,0.2067
-0.9773,0,0.2505
-0.9733,0,0.25
0.3885,1,0.2043
0.3354,1,0.2044
0.3819,1,0.2043
-1.024,0,0.2554
-0.7479,0,0.2321
0.23,1,0.205
-0.7977,0,0.235
-0.032,1,0.2094
-2.1481,0,0.3465
0.3771,1,0.2043
0.3655,1,0.2043
-1.2288,0,0.2794
-0.1455,1,0.2125
-0.8851,0,0.2417
-2.2896,0,0.3548
0.4111,1,0.2043
-0.2029,1,0.2144
-0.2655,1,0.2427
-0.7982,0,0.235
-0.8618,0,0.2397
-0.4239,0,0.2324
0.2837,1,0.2046
0.4606,1,0.2095
-1.0153,0,0.2545
0.3721,1,0.2043
-0.7087,0,0.2303
-0.6828,0,0.2295
-0.1547,1,0.2128
-1.099,0,0.2639
-0.1293,1,0.212
-0.1683,1,0.2132
-0.8655,0,0.24
-0.9786,0,0.2506
0.0359,1,0.2079
-1.205,0,0.2765
0.0986,1,0.2068
-0.9248,0,0.2453
-0.8806,1,0.2413
-0.0362,0,0.2625
0.1432,1,0.2061
-0.1386,1,0.2123
-0.5164,0,0.229
0.1295,1,0.2063
-0.3361,1,0.2375
-1.0595,0,0.2594
-1.1941,0,0.2752
0.1555,1,0.2059
0.0139,1,0.2084
-0.1903,1,0.2488
0.3076,1,0.2045
0.828,1,0.2123
0.4615,1,0.2045
-0.2624,0,0.2165
-0.6949,1,0.2298
-0.2353,0,0.2155
-1.0294,0,0.256
0.5157,1,0.2049
-1.6015,0,0.3297
-0.8965,0,0.2427
0.415,1,0.2043
-0.5669,1,0.2282
-1.423,0,0.303
-0.2126,0,0.2147
-1.2416,0,0.2809
-0.0725,1,0.2592
0.3291,1,0.2044
-0.5675,0,0.2282
0.0948,1,0.2068
-0.966,0,0.2493
-0.002,1,0.2087
-0.5957,1,0.2281
-0.2596,1,0.2164
-1.0408,0,0.2573
-0.0341,1,0.2095
-0.0414,1,0.2097
0.3977,1,0.2043
-0.7932,1,0.2347
-0.1073,1,0.2114
-0.2691,0,0.2424
-0.1012,1,0.2112
-0.772,0,0.2334
-1.1949,0,0.2753
-0.2702,1,0.2423
-0.3128,0,0.2391
-0.8091,0,0.2357
-1.0412,0,0.2573
-0.4228,1,0.2324
-0.1643,1,0.2131
-0.4346,1,0.2319
0.3043,1,0.2045
-0.4077,0,0.2332
1.087,1,0.2273
-0.6312,0,0.2283
-0.4926,0,0.2296
-0.4029,1,0.2335
-0.8024,0,0.2353
-0.3275,0,0.219
0.026,1,0.2081
-0.263,0,0.2429
-0.1437,1,0.2529
-0.6463,1,0.2286
-0.3206,1,0.2187
0.2321,1,0.205
-0.7057,1,0.2302
-0.5152,1,0.229
-1.5277,0,0.3286
-0.0175,1,0.2091
-0.1618,1,0.213
0.1867,1,0.2055
0.2788,1,0.2046
0.3451,1,0.2088
-0.3645,1,0.2357
0.5144,1,0.2049
-0.92,0,0.2448
-0.8412,0,0.2381
0.0481,1,0.2077
-0.5298,0,0.2287
-0.6828,0,0.2295
-0.9301,0,0.2458
-0.0614,1,0.2602
-0.4519,0,0.2311
-0.1684,1,0.2132
0.5961,1,0.2059
-1.3131,0,0.2896
-0.2606,0,0.2164
0.2603,1,0.2048
0.0407,1,0.2078
-0.1658,1,0.2131
-0.4841,1,0.2264
-0.2295,1,0.2153
0.1753,1,0.2056
0.413,1,0.2043
-1.0762,0,0.2613
0.3473,1,0.2043
0.2879,1,0.2046
-0.8618,0,0.2397
-0.0115,1,0.2089
-0.0845,1,0.2108
0.6955,1,0.2079
-1.266,0,0.2839
0.2298,1,0.205
-0.9562,0,0.2483
-0.084,1,0.2582
0.0912,1,0.2069
-0.4599,0,0.2308
-0.6161,1,0.2282
-0.512,0,0.2291
-0.3936,1,0.234
0.5034,1,0.2048
-0.1671,1,0.2508
-0.7225,0,0.2309
-0.5337,0,0.2286
0.0901,1,0.2069
-0.625,0,0.2283
-0.1401,1,0.2532
-0.851,0,0.2388
-0.6246,1,0.2282
-0.0347,1,0.2095
-0.4891,0,0.2297
-0.755,1,0.2325
-0.2525,0,0.2161
-0.8178,0,0.2363
-0.9597,0,0.2487
-0.8269,0,0.237
0.3803,1,0.2043
-0.3772,1,0.2212
-0.8133,0,0.236
-0.4958,1,0.2295
-0.7346,0,0.2314
-0.9129,0,0.2441
0.4614,1,0.2045
0.1101,1,0.2066
-0.6118,1,0.2281
0.2838,1,0.2046
0.3413,1,0.2043
-1.0601,0,0.2594
-0.0512,1,0.2099
-0.4386,1,0.2317
-0.0789,1,0.2106
-0.8437,0,0.2383
0.0216,1,0.2082
-0.1477,1,0.2126
-1.2146,0,0.2777
-1.5225,0,0.3285
0.2109,1,0.2052
0.4922,1,0.2047
1.0269,1,0.2229
-0.1783,1,0.2499
0.4783,1,0.2046
-0.4374,0,0.2317
0.3844,1,0.2043
0.2372,1,0.205
0.2022,1,0.2053
-0.6711,0,0.2291
-0.6481,1,0.2286
-0.1317,1,0.2121
0.0125,1,0.2084
-0.3517,1,0.22
-0.6798,0,0.2294
-1.7482,0,0.3326
0.4798,1,0.2046
-0.179,1,0.2498
-1.4968,0,0.3119
-1.3966,0,0.3271
-0.4782,1,0.2301
0.2096,1,0.2052
-0.2183,1,0.2465
-0.426,0,0.2323
0.1387,1,0.2061
0.4649,1,0.2045
-0.2205,1,0.215
-0.5254,0,0.2288
0.0328,1,0.208
-1.1712,0,0.2724
-0.0253,1,0.2635
-0.6446,1,0.2285
-0.2245,0,0.2151
0.3054,1,0.2045
0.6016,1,0.206
-0.2406,0,0.2447
-0.0827,1,0.2107
-0.8085,0,0.2357
0.3547,1,0.2043
0.0175,1,0.2083
-0.1843,1,0.2493
-0.8949,0,0.2425
-0.5783,0,0.2319
0.2119,1,0.2052
0.2873,1,0.2046
-1.5489,0,0.3289
-0.2647,0,0.2165
-0.0745,1,0.2105
-0.7491,0,0.2322
-0.7392,1,0.2317
-0.8664,0,0.2401
-0.3247,0,0.2383
-1.2378,0,0.2805
-1.3632,0,0.2957
-0.9701,0,0.2497
0.1741,1,0.2056
-0.4381,0,0.2317
0.0026,1,0.2086
-0.4159,1,0.2328
-0.2149,0,0.2468
0.4169,1,0.2043
-1.1678,0,0.272
-0.787,0,0.2343
0.3132,1,0.2044
-0.5569,0,0.2283
-0.9928,0,0.2521
-0.3266,1,0.219
0.8324,1,0.2189
-0.4901,1,0.2297
-0.4804,1,0.23
0.3919,1,0.2043
-0.5523,0,0.2283
-0.6659,1,0.229
-0.155,1,0.2519
-0.255,0,0.2435
-0.6146,0,0.2282
0.0376,1,0.2694
0.423,1,0.2043
-0.3975,1,0.2337
-1.0956,0,0.2635
0.4129,1,0.2043
-0.7999,0,0.2351
0.847,1,0.2131
0.8134,1,0.2117
-0.0337,1,0.2095
-0.179,0,0.2136
0.4252,1,0.2043
-0.0085,1,0.2089
-0.8148,0,0.2361
-0.6055,1,0.2281
-0.5318,0,0.2286
-0.1598,1,0.2515
-0.8062,0,0.2355
0.2409,1,0.2049
-0.0628,1,0.2102
-0.534,0,0.2286
-0.2029,1,0.2144
-1.0487,0,0.3261
-1.1823,0,0.2738
0.4222,1,0.2043
-1.3983,0,0.3271
0.4326,1,0.2044
0.0725,1,0.2726
-0.233,1,0.2154
-1.2253,0,0.279
-0.2363,0,0.245
-0.0392,1,0.2096
0.4174,1,0.2043
-0.0208,1,0.2092
-0.5516,0,0.2283
-0.4623,0,0.2307
-0.2483,0,0.244
0.2476,1,0.2049
-0.171,1,0.2133
-0.9626,0,0.249
0.2491,1,0.2049
-0.4342,0,0.2319
-0.1805,1,0.2136
0.0876,1,0.2069
-0.5331,0,0.2291
-0.129,1,0.212
-0.4728,1,0.2303
-0.6802,0,0.2294
-0.2201,1,0.2463
0.1245,1,0.2063
-0.8296,0,0.2372
-0.8813,0,0.2413
-0.4365,0,0.2318
-0.9234,0,0.2451
-0.1586,1,0.2516
-0.2348,1,0.2155
-0.8869,0,0.2418
-1.476,0,0.3279
-0.5762,1,0.2281
-1.3439,0,0.3266
-0.1713,1,0.2505
0.319,1,0.2044
-0.3908,0,0.2341
0.33,1,0.2044
-0.4556,0,0.2309
0.6037,1,0.206
-0.8936,0,0.2424
0.0037,1,0.2086
-2.3738,0,0.3609
0.0953,1,0.2068
-0.6112,0,0.2281
-1.3028,0,0.2884
0.044,1,0.2078
-0.1052,1,0.2563
0.3007,1,0.2045
-1.0966,0,0.2636
-0.0908,1,0.2109
0.3096,1,0.2045
-0.6691,0,0.2291
-0.9858,0,0.2513
0.4172,1,0.2043
-0.3636,0,0.2357
-2.5786,0,0.38
-0.5023,0,0.2293
0.1813,1,0.2055
-0.7104,1,0.2304
-0.1309,1,0.2121
0.3326,1,0.2044
0.4735,1,0.2045
0.2852,1,0.2046
0.2155,1,0.2052
-0.833,0,0.2375
-0.3659,0,0.2207
-1.0974,0,0.2637
0.6866,1,0.2077
0.4284,1,0.2043
0.3458,1,0.2043
0.6552,1,0.207
0.3404,1,0.2043
0.1491,1,0.206
0.0526,1,0.2076
-1.0723,0,0.2608
-0.6607,1,0.2289
-0.7488,0,0.2321
1.0429,1,0.224
0.2636,1,0.2047
-0.4465,0,0.2245
-0.1555,1,0.2518
-0.5781,0,0.2281
0.0114,1,0.2084
-0.0163,1,0.2091
-0.1459,1,0.2125
-0.4828,1,0.2299
0.7436,1,0.2093
-0.2282,0,0.2152
-1.3539,0,0.2946
0.4719,1,0.2045
-1.0723,0,0.2608
-1.3684,0,0.2964
-2.4439,0,0.3667
0.9365,1,0.2174
-0.1465,1,0.2125
0.5643,1,0.2054
-0.8058,0,0.2355
0.0954,1,0.2068
0.2288,1,0.205
0.0476,1,0.2077
-0.1355,1,0.2122
-0.824,0,0.2368
-0.5012,0,0.2294
-0.8881,0,0.2419
0.2213,1,0.2051
0.3822,1,0.2043
0.0209,1,0.2678
-0.8497,0,0.2387
-0.0414,1,0.2097
0.3887,1,0.2043
-0.5929,0,0.2281
-0.6294,0,0.2283
0.1198,1,0.2064
-1.4627,0,0.3078
0.0324,1,0.208
-0.2183,0,0.2465
-0.1482,1,0.2525
-0.1295,1,0.212
-0.1683,1,0.2132
0.9088,1,0.2159
0.1465,1,0.206
-0.836,1,0.2377
-0.7659,0,0.2331
0.6936,1,0.2079
-0.3356,0,0.2376
-0.3237,0,0.2384
-0.7974,0,0.235
1.0503,1,0.2245
-0.7197,0,0.2308
-0.2283,0,0.2457
-0.9038,0,0.2433
0.1017,1,0.2067
-0.4013,1,0.2223
-0.4611,0,0.2307
-1.0279,0,0.2558
-0.5066,1,0.2292
0.385,1,0.2043
-0.0979,1,0.2111
0.3067,1,0.2045
-0.6577,0,0.2288
-0.8592,0,0.2395
-0.1182,1,0.2117
0.0238,1,0.2082
0.2611,1,0.2048
-0.4021,1,0.2335
-0.3449,1,0.2369
-1.2292,0,0.2794
-0.108,1,0.2114
-0.4208,0,0.2325
0.3222,1,0.2044
-0.0422,1,0.2097
0.0923,1,0.2069
0.7024,1,0.2081
0.206,1,0.2053
-0.2658,0,0.2166
-0.5201,0,0.2289
0.0584,1,0.2075
-0.351,1,0.22
-0.3037,0,0.2398
-0.6793,0,0.2293
-0.101,1,0.2112
-0.6668,1,0.2305
0.1496,1,0.206
0.1257,1,0.2063
-0.7813,0,0.234
-0.8193,0,0.2365
-1.3053,0,0.2887
-0.1109,1,0.2115
0.7052,1,0.2082
-0.2788,1,0.2417
-0.3673,0,0.2355
0.626,1,0.2064
-0.4841,0,0.2299
-0.5245,0,0.2288
-0.7808,0,0.2339
-0.1274,1,0.2543
-0.2261,0,0.2458
-0.2081,1,0.2145
-0.8443,1,0.2383
-0.686,0,0.2295
-0.2253,0,0.2151
-0.0717,1,0.2104
-0.8331,0,0.2375
-0.1492,1,0.2126
-0.3106,0,0.2183
-0.223,1,0.2461
-0.131,1,0.2121
-0.9857,0,0.2513
-0.3158,1,0.2389
-0.3168,0,0.2389
-1.3845,0,0.3269
-0.1982,1,0.2482
-0.1681,1,0.2132
-0.4236,0,0.2324
0.0122,1,0.2084
-1.6996,0,0.3316
-0.0024,1,0.2087
-1.4023,0,0.3005
-1.394,0,0.2995
-0.0617,1,0.2602
-0.4509,0,0.2311
-0.3666,0,0.2356
-0.8735,0,0.2407
-0.7617,0,0.2328
-0.4506,0,0.2311
0.3736,1,0.2043
-0.3028,1,0.2399
-0.4034,1,0.2334
-0.9063,0,0.2435
-0.0386,1,0.2623
-0.1053,1,0.2113
-0.9091,0,0.2438
-0.8138,0,0.2361
1.1912,1,0.2362
-1.0596,0,0.2594
-1.0464,0,0.2579
-0.3993,0,0.2222
-0.9909,0,0.2519
-2.8781,0,0.421
0.0724,1,0.2072
0.4158,1,0.2043
-0.296,0,0.2404
-0.3054,1,0.2397
-0.8213,0,0.2366
-0.3312,1,0.2379
-0.3503,0,0.2389
-0.9106,0,0.2439
0.4634,1,0.2045
0.6053,1,0.206
-0.9746,0,0.2502
-1.1187,0,0.2662
-0.9709,0,0.2498
-0.1012,1,0.2112
-0.2684,1,0.2425
-0.9706,0,0.2498
-0.8687,0,0.2403
-0.7717,0,0.2334
0.9619,1,0.2188
-0.3179,0,0.2388
-1.0621,0,0.2597
0.0412,1,0.2078
-0.0152,1,0.209
-0.4484,0,0.2312
-0.1714,1,0.2133
-0.8009,0,0.2352
-0.2371,0,0.2155
-0.8909,1,0.2422
0.0072,1,0.2085
-0.0822,1,0.2107
0.2803,1,0.2046
-0.5823,0,0.2281
0.0033,1,0.2086
-0.7048,1,0.2302
0.232,1,0.205
-0.4481,1,0.2313
0.826,1,0.2122
-0.6411,0,0.2285
0.3366,1,0.2044
-0.1916,1,0.2487
-1.6933,0,0.3314
-0.3368,0,0.2194
-0.6752,1,0.2292
-0.8109,0,0.2359
-0.7603,0,0.2327
0.5202,1,0.2049
-0.3235,0,0.2189
0.0693,1,0.2073
-0.3034,1,0.2398
0.7226,1,0.2087
-0.1029,1,0.2565
0.2633,1,0.2047
-0.1446,1,0.2528
-1.7383,0,0.3324
-0.9031,0,0.2432
-0.1507,1,0.2522
0.2414,1,0.2049
-0.7996,0,0.2351
-1.9285,0,0.3376
0.1497,1,0.206
-0.26,1,0.2431
-0.92,0,0.2448
-0.7787,0,0.2338
-0.3909,0,0.2218
-0.0016,1,0.2657
-1.4478,0,0.3276
-0.0083,1,0.2651
-0.7048,0,0.2302
-1.1518,0,0.2701
-1.9452,0,0.3381
-1.0413,0,0.2573
-2.4905,0,0.3709
0.2921,1,0.2045
-0.151,1,0.2127
0.0909,1,0.2069
-0.4578,1,0.2308
-0.7621,0,0.2328
0.893,1,0.2151
-0.8452,0,0.2384
-0.0519,1,0.2099
0.838,1,0.2127
-0.3431,0,0.2371
0.3399,1,0.2043
-0.3834,0,0.2345
0.3456,1,0.2043
-0.7853,1,0.2342
-0.2901,1,0.2408
-0.7385,1,0.2316
0.4095,1,0.2043
6e-04,1,0.2659
0.0122,1,0.2084
0.3288,1,0.2044
-0.8291,0,0.2372
-0.4317,0,0.232
0.3802,1,0.2043
-0.8618,0,0.2397
0.2394,1,0.2049
-0.7088,0,0.2303
-0.5223,0,0.2288
-0.0466,1,0.2098
-1.1376,0,0.2684
-0.6084,0,0.2281
-0.1176,1,0.2117
-0.6109,0,0.2281
0.2554,1,0.2048
-0.221,0,0.2463
0.2925,1,0.2045
-0.4841,1,0.2299
-0.3323,0,0.2378
-0.7497,0,0.2322
-0.1418,1,0.2124
-0.6027,0,0.2281
0.3185,1,0.2044
-0.8303,0,0.2373
-0.4374,0,0.2317
1.2028,1,0.2374
-0.469,1,0.2304
0.7026,1,0.2081
-0.016,1,0.209
0.9217,1,0.2166
-2.1507,0,0.3467
0.0157,1,0.2083
-0.3828,1,0.2346
0.332,1,0.2044
0.0258,1,0.2081
-0.7943,0,0.2348
-0.479,1,0.2301
-0.9043,0,0.2434
-0.7308,0,0.2313
-0.6237,1,0.2282
-0.4056,0,0.2333
-0.9435,0,0.2471
-0.2398,0,0.2447
0.2731,1,0.2047
-0.6461,0,0.2286
-0.8394,0,0.2379
-0.0019,1,0.2087
-0.9905,0,0.2518
0.1816,1,0.2055
-0.6107,0,0.2281
-0.1112,1,0.2557
-0.9987,0,0.2527
-0.0543,1,0.21
-1.3928,0,0.2993
-1.827,0,0.3508
-0.9024,0,0.2432
-0.4362,0,0.2318
-0.1111,1,0.2558
-2.2203,0,0.3505
0.2656,1,0.2047
-0.3878,0,0.2343
-0.1229,1,0.2118
0.4351,1,0.2044
-1.4966,0,0.3118
-0.4153,1,0.2328
-0.6741,0,0.2292
-0.8509,0,0.2388
-0.2847,1,0.2412
-0.3961,0,0.222
-0.5486,0,0.2284
-0.0972,1,0.257
-0.1976,1,0.2482
-0.4635,1,0.2306
0.0215,1,0.2082
-1.0402,0,0.2572
-0.4003,1,0.2336
0.096,1,0.2068
-0.127,1,0.212
0.8864,1,0.2148
-1.2213,0,0.2785
-1.1954,0,0.2753
-0.3156,0,0.2389
-1.4224,0,0.3273
-1.1989,0,0.3259
-0.0407,1,0.2096
-0.5638,1,0.2282
0.2882,1,0.2046
0.0695,1,0.2073
0.1928,1,0.2054
-1.216,0,0.2778
0.409,1,0.2043
-0.6664,0,0.229
-1.912,0,0.3608
-0.3828,1,0.2346
0.0188,1,0.2083
-0.0159,1,0.209
-0.8689,0,0.2403
-0.5632,0,0.2282
-1.1934,1,0.2751
-0.0089,1,0.265
-0.9953,0,0.2523
-0.6441,0,0.2285
0.0365,1,0.2692
-1.7165,0,0.3319
0.1957,1,0.2054
-0.2711,0,0.2422
-0.4111,0,0.233
-0.0304,1,0.2094
0.6432,1,0.2068
-0.2453,0,0.2158
-1.5055,0,0.3129
-0.5029,1,0.2293
-0.6559,0,0.2288
-1.0288,0,0.2559
-0.6791,0,0.2293
0.0908,1,0.2069
0.0016,1,0.2086
0.1563,0,0.2059
-0.6196,1,0.2282
-1.3583,0,0.2951
-0.1459,1,0.2125
0.7552,1,0.2097
-0.5455,0,0.2284
-0.4537,0,0.231
-0.8151,0,0.2362
0.1662,1,0.2057
-0.1647,1,0.251
0.2922,1,0.2045
-0.7759,0,0.2336
-1.0721,0,0.2608
-0.2603,0,0.2431
-0.3947,1,0.2339
0.6624,1,0.2072
-0.2677,1,0.2425
-0.2894,1,0.2409
-1.2785,0,0.2854
0.6522,1,0.2069
-0.0649,1,0.2102
-0.2029,0,0.2478
-1.0648,0,0.26
-0.0619,1,0.2602
0.0472,1,0.2077
0.2323,1,0.205
-0.2988,0,0.2179
-0.8218,0,0.2366
0.0922,1,0.2069
-0.2688,0,0.2424
-2.4631,0,0.3684
